country,world_region,year,children_per_woman,life_expectancy,income_per_person,is_oecd,income_groups,population,main_religion,child_mortality,life_expectancy_female,life_expectancy_male
Afghanistan,south_asia,1978,7.45,45.87,2127,FALSE,low_income,13341199,muslim,256.75,42.894,41.09
Afghanistan,south_asia,1979,7.45,44.4,2030,FALSE,low_income,13411060,muslim,250.43,43.541,41.723
Afghanistan,south_asia,1980,7.45,44.08,2015,FALSE,low_income,13356500,muslim,243.94,44.209,42.372
Afghanistan,south_asia,1981,7.45,44.89,2260,FALSE,low_income,13171679,muslim,237.52,44.899,43.037
Afghanistan,south_asia,1982,7.45,44.58,2501,FALSE,low_income,12882518,muslim,231.01,45.607,43.715
Afghanistan,south_asia,1983,7.45,42.81,2648,FALSE,low_income,12537732,muslim,224.52,46.331,44.403
Afghanistan,south_asia,1984,7.46,40.52,2620,FALSE,low_income,12204306,muslim,217.98,47.066,45.097
Afghanistan,south_asia,1985,7.46,42.39,2552,FALSE,low_income,11938204,muslim,211.43,47.807,45.796
Afghanistan,south_asia,1986,7.46,43.38,2620,FALSE,low_income,11736177,muslim,204.84,48.55,46.499
Afghanistan,south_asia,1987,7.46,45.54,2358,FALSE,low_income,11604538,muslim,198.17,49.29,47.204
Afghanistan,south_asia,1988,7.46,47.86,2140,FALSE,low_income,11618008,Muslim,191.61,50.023,47.906
Afghanistan,south_asia,1989,7.46,51.73,1935,FALSE,low_income,11868873,Muslim,185.15,50.742,48.601
Afghanistan,south_asia,1990,7.47,52.58,1861,FALSE,low_income,12412311,muslim,178.77,51.442,49.281
Afghanistan,south_asia,1991,7.48,52.42,1645,FALSE,low_income,13299016,muslim,172.57,52.119,49.938
Afghanistan,south_asia,1992,7.5,52.86,1522,FALSE,low_income,14485543,muslim,166.68,52.774,50.57
Afghanistan,south_asia,1993,7.54,53.15,1009,FALSE,low_income,15816601,Muslim,161.1,53.405,51.172
Afghanistan,south_asia,1994,7.57,52.69,721,FALSE,low_income,17075728,muslim,155.76,54.012,51.746
Afghanistan,south_asia,1995,7.61,53.28,1028,FALSE,low_income,18110662,muslim,150.8,54.592,52.287
Afghanistan,south_asia,1996,7.63,53.82,942,FALSE,low_income,18853444,muslim,146.13,55.141,52.798
Afghanistan,south_asia,1997,7.64,53.74,865,FALSE,low_income,19357126,muslim,141.75,55.663,53.285
Afghanistan,south_asia,1998,7.62,52.8,800,FALSE,low_income,19737770,muslim,137.53,56.162,53.753
Afghanistan,south_asia,1999,7.57,54.43,735,FALSE,low_income,20170847,muslim,133.44,56.645,54.21
Afghanistan,south_asia,2000,7.49,54.63,687,FALSE,low_income,20779957,muslim,129.38,57.12,54.663
Afghanistan,south_asia,2001,7.39,54.76,646,FALSE,low_income,21606992,muslim,125.36,57.596,55.119
Afghanistan,south_asia,2002,7.27,55.65,1016,FALSE,low_income,22600774,muslim,121.23,58.08,55.583
Afghanistan,south_asia,2003,7.14,56.36,1056,FALSE,low_income,23680871,muslim,117.04,58.578,56.056
Afghanistan,south_asia,2004,6.99,56.92,1025,FALSE,low_income,24726689,muslim,112.8,59.093,56.542
Afghanistan,south_asia,2005,6.83,57.35,1099,FALSE,low_income,25654274,muslim,108.54,59.628,57.044
Afghanistan,south_asia,2006,6.65,57.63,1124,FALSE,low_income,26433058,muslim,104.3,60.183,57.562
Afghanistan,south_asia,2007,6.46,58.02,1248,FALSE,low_income,27100542,muslim,100.1,60.751,58.092
Afghanistan,south_asia,2008,6.25,58.75,1268,FALSE,low_income,27722281,muslim,95.95,61.326,58.626
Afghanistan,south_asia,2009,6.04,59.32,1502,FALSE,low_income,28394806,muslim,91.87,61.898,59.159
Afghanistan,south_asia,2010,5.82,59.85,1672,FALSE,low_income,29185511,muslim,87.95,62.459,59.683
Angola,sub_saharan_africa,1960,7.48,40.56,3861,FALSE,lower_middle_income,5454938,christian,308.45,38.763,36.305
Angola,sub_saharan_africa,1961,7.52,41.14,4313,FALSE,lower_middle_income,5531451,christian,305.24,39.069,36.582
Angola,sub_saharan_africa,1962,7.56,41.72,4134,FALSE,lower_middle_income,5608499,christian,301.89,39.391,36.874
Angola,sub_saharan_africa,1963,7.59,42.31,4284,FALSE,lower_middle_income,5679409,christian,298.39,39.727,37.181
Angola,sub_saharan_africa,1964,7.61,42.89,4695,FALSE,lower_middle_income,5734995,christian,294.77,40.075,37.501
Angola,sub_saharan_africa,1965,7.62,43.48,4974,FALSE,lower_middle_income,5770573,christian,291.04,40.433,37.833
Angola,sub_saharan_africa,1966,7.62,44.07,5187,FALSE,lower_middle_income,5781305,christian,287.19,40.801,38.177
Angola,sub_saharan_africa,1967,7.61,44.67,5408,FALSE,lower_middle_income,5774440,christian,283.24,41.175,38.532
Angola,sub_saharan_africa,1968,7.61,45.27,5247,FALSE,lower_middle_income,5771973,christian,279.24,41.554,38.894
Angola,sub_saharan_africa,1969,7.6,45.87,5318,FALSE,lower_middle_income,5803677,christian,275.21,41.934,39.26
Angola,sub_saharan_africa,1970,7.6,46.47,5570,FALSE,lower_middle_income,5890360,christian,271.2,42.314,39.627
Angola,sub_saharan_africa,1971,7.6,46.69,5794,FALSE,lower_middle_income,6041239,christian,267.23,42.693,39.994
Angola,sub_saharan_africa,1972,7.61,46.87,5687,FALSE,lower_middle_income,6248965,christian,263.33,43.073,40.359
Angola,sub_saharan_africa,1973,7.61,47.09,6012,FALSE,lower_middle_income,6497283,christian,259.55,43.449,40.716
Angola,sub_saharan_africa,1974,7.61,47.29,6055,FALSE,lower_middle_income,6761623,christian,255.91,43.82,41.063
Angola,sub_saharan_africa,1975,7.62,47.24,5615,FALSE,lower_middle_income,7023994,christian,252.44,44.181,41.394
Angola,sub_saharan_africa,1976,7.61,47.22,5008,FALSE,lower_middle_income,7279630,christian,249.18,44.531,41.703
Angola,sub_saharan_africa,1977,7.59,47.28,4955,FALSE,lower_middle_income,7533814,christian,246.11,44.866,41.99
Angola,sub_saharan_africa,1978,7.57,47.39,5074,FALSE,lower_middle_income,7790774,christian,243.24,45.183,42.254
Angola,sub_saharan_africa,1979,7.54,47.47,5079,FALSE,lower_middle_income,8058112,christian,240.57,45.48,42.492
Angola,sub_saharan_africa,1980,7.5,47.6,5112,FALSE,lower_middle_income,8341290,christian,238.12,45.754,42.708
Angola,sub_saharan_africa,1981,7.47,47.66,4925,FALSE,lower_middle_income,8640478,christian,235.58,46.005,42.906
Angola,sub_saharan_africa,1982,7.44,47.7,4612,FALSE,lower_middle_income,8952971,christian,232.44,46.231,43.09
Angola,sub_saharan_africa,1983,7.41,47.73,4337,FALSE,lower_middle_income,9278104,christian,229.99,46.434,43.259
Angola,sub_saharan_africa,1984,7.39,47.83,4255,FALSE,lower_middle_income,9614756,christian,227.95,46.612,43.414
Angola,sub_saharan_africa,1985,7.38,47.92,4208,FALSE,lower_middle_income,9961993,christian,226.19,46.762,43.544
Angola,sub_saharan_africa,1986,7.37,47.89,3760,FALSE,lower_middle_income,10320116,christian,224.95,46.878,43.64
Angola,sub_saharan_africa,1987,7.35,47.67,4129,FALSE,lower_middle_income,10689247,Christian,224.1,46.962,43.696
Angola,sub_saharan_africa,1988,7.32,47.46,4649,FALSE,lower_middle_income,11068051,christian,223.42,47.017,43.711
Angola,sub_saharan_africa,1989,7.29,47.83,4667,FALSE,lower_middle_income,11454784,christian,223.3,47.052,43.692
Angola,sub_saharan_africa,1990,7.25,47.87,4761,FALSE,lower_middle_income,11848385,christian,223.41,47.07,43.642
Angola,sub_saharan_africa,1991,7.19,48.5,4651,FALSE,lower_middle_income,12248901,christian,223.57,47.077,43.568
Angola,sub_saharan_africa,1992,7.13,48.56,4238,FALSE,lower_middle_income,12657361,christian,223.59,47.082,43.487
Angola,sub_saharan_africa,1993,7.06,47.29,3119,FALSE,lower_middle_income,13075044,christian,223.69,47.101,43.416
Angola,sub_saharan_africa,1994,6.99,48.66,3060,FALSE,lower_middle_income,13503753,christian,223.59,47.149,43.374
Angola,sub_saharan_africa,1995,6.92,49.53,3408,FALSE,lower_middle_income,13945205,christian,222.88,47.242,43.378
Angola,sub_saharan_africa,1996,6.85,50.09,3747,FALSE,lower_middle_income,14400722,christian,221.29,47.391,43.442
Angola,sub_saharan_africa,1997,6.79,50.17,3892,FALSE,lower_middle_income,14871572,christian,218.83,47.605,43.574
Angola,sub_saharan_africa,1998,6.73,49.25,3946,FALSE,lower_middle_income,15359600,christian,215.3,47.893,43.781
Angola,sub_saharan_africa,1999,6.68,50.72,3903,FALSE,lower_middle_income,15866871,christian,210.87,48.265,44.074
Angola,sub_saharan_africa,2000,6.64,51.66,3892,FALSE,lower_middle_income,16395477,christian,205.69,48.736,44.466
Angola,sub_saharan_africa,2001,6.6,52.41,3924,FALSE,lower_middle_income,16945753,christian,199.72,49.317,44.966
Angola,sub_saharan_africa,2002,6.57,53.52,4315,FALSE,lower_middle_income,17519418,christian,192.6,50.005,45.567
Angola,sub_saharan_africa,2003,6.54,54.22,4296,FALSE,lower_middle_income,18121477,christian,184.75,50.789,46.261
Angola,sub_saharan_africa,2004,6.5,54.77,4605,FALSE,lower_middle_income,18758138,christian,176.17,51.661,47.038
Angola,sub_saharan_africa,2005,6.47,55.72,5113,FALSE,lower_middle_income,19433604,christian,166.79,52.614,47.893
Angola,sub_saharan_africa,2006,6.42,56.37,5500,FALSE,lower_middle_income,20149905,christian,157.25,53.642,48.821
Angola,sub_saharan_africa,2007,6.37,57.51,6044,FALSE,lower_middle_income,20905360,christian,147.74,54.726,49.807
Angola,sub_saharan_africa,2008,6.31,58.39,6474,FALSE,lower_middle_income,21695636,christian,138.25,55.839,50.826
Angola,sub_saharan_africa,2009,6.24,59.15,6293,FALSE,lower_middle_income,22514275,christian,129.02,56.953,51.85
Angola,sub_saharan_africa,2010,6.16,59.94,6360,FALSE,lower_middle_income,23356247,christian,120.49,58.033,52.848
Albania,europe_central_asia,1960,6.49,62.24,2585,FALSE,upper_middle_income,1636091,muslim,187.5,63.247,61.309
Albania,europe_central_asia,1961,6.4,63.26,2607,FALSE,upper_middle_income,1685926,muslim,180.13,64.325,62.272
Albania,europe_central_asia,1962,6.28,64.15,2693,FALSE,upper_middle_income,1737675,muslim,173.05,65.261,63.117
Albania,europe_central_asia,1963,6.13,64.87,2785,FALSE,upper_middle_income,1790571,muslim,166.25,66.017,63.811
Albania,europe_central_asia,1964,5.96,65.42,2880,FALSE,upper_middle_income,1843649,muslim,159.71,66.585,64.346
Albania,europe_central_asia,1965,5.77,65.8,2985,FALSE,upper_middle_income,1896175,muslim,153.43,66.987,64.723
Albania,europe_central_asia,1966,5.58,66.06,3098,FALSE,upper_middle_income,1947836,muslim,147.4,67.273,64.962
Albania,europe_central_asia,1967,5.39,66.26,3215,FALSE,upper_middle_income,1998743,muslim,141.61,67.517,65.116
Albania,europe_central_asia,1968,5.22,66.44,3331,FALSE,upper_middle_income,2049214,muslim,136.04,67.779,65.233
Albania,europe_central_asia,1969,5.06,66.64,3444,FALSE,upper_middle_income,2099738,muslim,130.7,68.084,65.346
Albania,europe_central_asia,1970,4.91,66.89,3571,FALSE,upper_middle_income,2150704,muslim,125.56,68.441,65.496
Albania,europe_central_asia,1971,4.78,67.5,3714,FALSE,upper_middle_income,2202186,muslim,120.62,68.839,65.714
Albania,europe_central_asia,1972,4.64,68.11,3859,FALSE,upper_middle_income,2254058,muslim,115.88,69.247,66.004
Albania,europe_central_asia,1973,4.51,68.72,4052,FALSE,upper_middle_income,2306284,muslim,111.33,69.64,66.356
Albania,europe_central_asia,1974,4.37,69.29,4067,FALSE,upper_middle_income,2358852,muslim,106.95,70.014,66.762
Albania,europe_central_asia,1975,4.24,69.82,4081,FALSE,upper_middle_income,2411733,muslim,103.66,70.369,67.19
Albania,europe_central_asia,1976,4.1,70.32,4098,FALSE,upper_middle_income,2464981,muslim,100.29,70.71,67.596
Albania,europe_central_asia,1977,3.97,70.78,4116,FALSE,upper_middle_income,2518685,Muslim,97.36,71.046,67.943
Albania,europe_central_asia,1978,3.84,71.19,4135,FALSE,upper_middle_income,2572852,muslim,95.27,71.384,68.204
Albania,europe_central_asia,1979,3.73,71.46,4156,FALSE,upper_middle_income,2627506,muslim,87.71,71.729,68.376
Albania,europe_central_asia,1980,3.62,71.71,4185,FALSE,upper_middle_income,2682697,muslim,80.8,72.09,68.475
Albania,europe_central_asia,1981,3.53,71.85,4208,FALSE,upper_middle_income,2737018,muslim,74.46,72.479,68.533
Albania,europe_central_asia,1982,3.45,71.96,4231,FALSE,upper_middle_income,2790284,muslim,68.57,72.893,68.59
Albania,europe_central_asia,1983,3.38,72.06,4255,FALSE,upper_middle_income,2844867,muslim,63.37,73.323,68.673
Albania,europe_central_asia,1984,3.32,72.26,4280,FALSE,upper_middle_income,2904142,Muslim,58.74,73.754,68.788
Albania,europe_central_asia,1985,3.27,72.44,4302,FALSE,upper_middle_income,2969671,muslim,54.63,74.156,68.92
Albania,europe_central_asia,1986,3.22,72.61,4330,FALSE,upper_middle_income,3044201,Muslim,51.01,74.492,69.04
Albania,europe_central_asia,1987,3.16,72.63,4357,FALSE,upper_middle_income,3124892,muslim,47.87,74.744,69.12
Albania,europe_central_asia,1988,3.11,72.85,4385,FALSE,upper_middle_income,3200972,muslim,45.1,74.903,69.145
Albania,europe_central_asia,1989,3.05,73.1,4418,FALSE,upper_middle_income,3257913,muslim,42.71,74.977,69.122
Albania,europe_central_asia,1990,2.98,73.34,4458,FALSE,upper_middle_income,3286070,Muslim,40.68,74.991,69.07
Albania,europe_central_asia,1991,2.91,73.01,3229,FALSE,upper_middle_income,3280397,muslim,38.92,74.98,69.017
Albania,europe_central_asia,1992,2.83,73.38,3015,FALSE,upper_middle_income,3245887,muslim,37.36,74.985,68.997
Albania,europe_central_asia,1993,2.75,73.86,3324,FALSE,upper_middle_income,3195196,muslim,35.91,75.039,69.037
Albania,europe_central_asia,1994,2.67,74.47,3622,FALSE,upper_middle_income,3146518,muslim,34.53,75.158,69.15
Albania,europe_central_asia,1995,2.59,74.6,4130,FALSE,upper_middle_income,3112923,muslim,33.16,75.352,69.347
Albania,europe_central_asia,1996,2.51,74.39,4534,FALSE,upper_middle_income,3098699,Muslim,31.74,75.618,69.631
Albania,europe_central_asia,1997,2.42,72.54,4064,FALSE,upper_middle_income,3099747,muslim,30.28,75.931,69.982
Albania,europe_central_asia,1998,2.33,74.45,4451,FALSE,upper_middle_income,3110699,muslim,28.8,76.269,70.376
Albania,europe_central_asia,1999,2.25,74.63,5057,FALSE,upper_middle_income,3122700,muslim,27.36,76.616,70.797
Albania,europe_central_asia,2000,2.16,74.9,5443,FALSE,upper_middle_income,3129246,muslim,25.93,76.953,71.216
Albania,europe_central_asia,2001,2.07,75.21,5949,FALSE,upper_middle_income,3129701,muslim,24.51,77.263,71.606
Albania,europe_central_asia,2002,1.98,75.32,6238,FALSE,upper_middle_income,3126183,Muslim,23.12,77.538,71.951
Albania,europe_central_asia,2003,1.9,75.41,6608,FALSE,upper_middle_income,3118017,muslim,21.77,77.777,72.246
Albania,europe_central_asia,2004,1.82,75.6,7001,FALSE,upper_middle_income,3104893,muslim,20.45,77.982,72.493
Albania,europe_central_asia,2005,1.75,76,7426,FALSE,upper_middle_income,3086810,muslim,19.17,78.165,72.708
Albania,europe_central_asia,2006,1.7,76.36,7914,FALSE,upper_middle_income,3063021,muslim,17.91,78.349,72.919
Albania,europe_central_asia,2007,1.67,76.91,8451,FALSE,upper_middle_income,3033993,muslim,16.68,78.551,73.156
Albania,europe_central_asia,2008,1.65,77.03,9155,FALSE,upper_middle_income,3002683,muslim,15.51,78.781,73.438
Albania,europe_central_asia,2009,1.65,77.45,9525,FALSE,upper_middle_income,2973044,muslim,14.38,79.037,73.769
Albania,europe_central_asia,2010,1.65,77.64,9928,FALSE,upper_middle_income,2948029,muslim,13.3,79.302,74.145
Andorra,europe_central_asia,1960,,,15234,FALSE,high_income,,christian,36.65,-,-999
Andorra,europe_central_asia,1961,,,16469,FALSE,high_income,,christian,34.45,-,-999
Andorra,europe_central_asia,1962,,,17805,FALSE,high_income,,Christian,32.57,-,-999
Andorra,europe_central_asia,1963,,,19248,FALSE,high_income,,christian,30.99,-,-999
Andorra,europe_central_asia,1964,,,20809,FALSE,high_income,,Christian,29.64,-,-999
Andorra,europe_central_asia,1965,,,22496,FALSE,high_income,,christian,28.49,-,-999
Andorra,europe_central_asia,1966,,,24320,FALSE,high_income,,christian,27.49,-,-999
Andorra,europe_central_asia,1967,,,26291,FALSE,high_income,,christian,26.62,-,-999
Andorra,europe_central_asia,1968,,,28422,FALSE,high_income,,christian,25.85,-,-999
Andorra,europe_central_asia,1969,,,30726,FALSE,high_income,,christian,25.12,-,-999
Andorra,europe_central_asia,1970,,75.48,33216,FALSE,high_income,,christian,24.4,-,-999
Andorra,europe_central_asia,1971,,75.78,33032,FALSE,high_income,,christian,23.68,-,-999
Andorra,europe_central_asia,1972,,76.1,33969,FALSE,high_income,,christian,22.94,-,-999
Andorra,europe_central_asia,1973,,76.42,34892,FALSE,high_income,,christian,22.2,-,-999
Andorra,europe_central_asia,1974,,76.7,35264,FALSE,high_income,,christian,21.45,-,-999
Andorra,europe_central_asia,1975,,76.95,34092,FALSE,high_income,,christian,20.68,-,-999
Andorra,europe_central_asia,1976,,77.22,34041,FALSE,high_income,,christian,19.88,-,-999
Andorra,europe_central_asia,1977,,77.52,33964,FALSE,high_income,,christian,19.07,-,-999
Andorra,europe_central_asia,1978,,77.82,33476,FALSE,high_income,,christian,18.28,-,-999
Andorra,europe_central_asia,1979,,78.08,32471,FALSE,high_income,,christian,17.51,-,-999
Andorra,europe_central_asia,1980,,78.24,32055,FALSE,high_income,,christian,16.8,-,-999
Andorra,europe_central_asia,1981,,78.31,30795,FALSE,high_income,,Christian,16.17,-,-999
Andorra,europe_central_asia,1982,,78.28,29907,FALSE,high_income,,Christian,15.63,-,-999
Andorra,europe_central_asia,1983,,78.32,29143,FALSE,high_income,,christian,15.19,-,-999
Andorra,europe_central_asia,1984,,78.46,28394,FALSE,high_income,,christian,14.84,-,-999
Andorra,europe_central_asia,1985,,78.58,27829,FALSE,high_income,,christian,14.58,-,-999
Andorra,europe_central_asia,1986,,78.67,27560,FALSE,high_income,,christian,13.72,-,-999
Andorra,europe_central_asia,1987,,78.75,27932,FALSE,high_income,,christian,12.91,-,-999
Andorra,europe_central_asia,1988,,78.83,28216,FALSE,high_income,,christian,12.18,-,-999
Andorra,europe_central_asia,1989,,78.91,28449,FALSE,high_income,,christian,11.46,-,-999
Andorra,europe_central_asia,1990,,79,28417,FALSE,high_income,,christian,10.8,-,-999
Andorra,europe_central_asia,1991,,79.08,28029,FALSE,high_income,,christian,10.19,-,-999
Andorra,europe_central_asia,1992,,79.12,27218,FALSE,high_income,,christian,9.63,-,-999
Andorra,europe_central_asia,1993,,79.31,26011,FALSE,high_income,,Christian,9.09,-,-999
Andorra,europe_central_asia,1994,,79.47,25907,FALSE,high_income,,christian,8.58,-,-999
Andorra,europe_central_asia,1995,,79.74,26143,FALSE,high_income,,christian,8.11,-,-999
Andorra,europe_central_asia,1996,,80.03,27180,FALSE,high_income,,christian,7.69,-,-999
Andorra,europe_central_asia,1997,,80.35,29729,FALSE,high_income,,christian,7.32,-,-999
Andorra,europe_central_asia,1998,,80.64,30819,FALSE,high_income,,Christian,6.97,-,-999
Andorra,europe_central_asia,1999,,80.91,31940,FALSE,high_income,,christian,6.68,-,-999
Andorra,europe_central_asia,2000,,81.15,31662,FALSE,high_income,,christian,6.41,-,-999
Andorra,europe_central_asia,2001,,81.36,31794,FALSE,high_income,,christian,6.16,-,-999
Andorra,europe_central_asia,2002,,81.56,31866,FALSE,high_income,,christian,5.93,-,-999
Andorra,europe_central_asia,2003,,81.67,34500,FALSE,high_income,,christian,5.71,-,-999
Andorra,europe_central_asia,2004,,81.7,36330,FALSE,high_income,,christian,5.49,-,-999
Andorra,europe_central_asia,2005,,81.82,39787,FALSE,high_income,,christian,5.27,-,-999
Andorra,europe_central_asia,2006,,81.98,42738,FALSE,high_income,,christian,5.05,-,-999
Andorra,europe_central_asia,2007,,82.1,43442,FALSE,high_income,,christian,4.84,-,-999
Andorra,europe_central_asia,2008,,82.18,41426,FALSE,high_income,,christian,4.62,-,-999
Andorra,europe_central_asia,2009,,82.22,41735,FALSE,high_income,,christian,4.39,-,-999
Andorra,europe_central_asia,2010,,82.29,38982,FALSE,high_income,,christian,4.18,-,-999
United Arab Emirates,middle_east_north_africa,1960,6.93,53.94,1767,FALSE,high_income,92417,muslim,199.51,53.973,49.249
United Arab Emirates,middle_east_north_africa,1961,6.91,55.03,1973,FALSE,high_income,100801,muslim,189.42,54.897,50.363
United Arab Emirates,middle_east_north_africa,1962,6.89,56.13,2203,FALSE,high_income,112112,muslim,179.7,55.829,51.462
United Arab Emirates,middle_east_north_africa,1963,6.88,57.2,2863,FALSE,high_income,125130,muslim,169.83,56.771,52.541
United Arab Emirates,middle_east_north_africa,1964,6.86,58.27,4871,FALSE,high_income,138049,muslim,159.55,57.72,53.597
United Arab Emirates,middle_east_north_africa,1965,6.84,59.31,8285,FALSE,high_income,149855,muslim,149.05,58.678,54.631
United Arab Emirates,middle_east_north_africa,1966,6.82,60.32,14092,FALSE,high_income,159979,muslim,138.48,59.641,55.648
United Arab Emirates,middle_east_north_africa,1967,6.79,61.28,23968,FALSE,high_income,169768,muslim,127.91,60.604,56.656
United Arab Emirates,middle_east_north_africa,1968,6.76,62.19,28831,FALSE,high_income,182620,muslim,117.53,61.56,57.654
United Arab Emirates,middle_east_north_africa,1969,6.71,63.06,34679,FALSE,high_income,203103,muslim,107.47,62.498,58.639
United Arab Emirates,middle_east_north_africa,1970,6.66,63.87,41712,FALSE,high_income,234512,Muslim,97.79,63.41,59.606
United Arab Emirates,middle_east_north_africa,1971,6.58,64.86,40411,FALSE,high_income,277463,muslim,88.62,64.287,60.546
United Arab Emirates,middle_east_north_africa,1972,6.48,65.42,38807,FALSE,high_income,330968,muslim,80.3,65.126,61.452
United Arab Emirates,middle_east_north_africa,1973,6.37,65.89,59459,FALSE,high_income,394625,muslim,72.61,65.92,62.315
United Arab Emirates,middle_east_north_africa,1974,6.25,66.42,145607,FALSE,high_income,467457,muslim,65.67,66.666,63.132
United Arab Emirates,middle_east_north_africa,1975,6.11,66.92,163793,FALSE,high_income,548295,muslim,59.34,67.362,63.899
United Arab Emirates,middle_east_north_africa,1976,5.97,67.41,161232,FALSE,high_income,637926,muslim,53.55,68.007,64.617
United Arab Emirates,middle_east_north_africa,1977,5.84,67.92,163498,FALSE,high_income,735347,muslim,48.27,68.606,65.289
United Arab Emirates,middle_east_north_africa,1978,5.72,68.33,139828,FALSE,high_income,835498,muslim,43.45,69.165,65.921
United Arab Emirates,middle_east_north_africa,1979,5.6,68.8,155673,FALSE,high_income,931752,muslim,39.17,69.685,66.515
United Arab Emirates,middle_east_north_africa,1980,5.51,69.35,178635,FALSE,high_income,1019507,muslim,35.35,70.168,67.071
United Arab Emirates,middle_east_north_africa,1981,5.42,69.81,177262,FALSE,high_income,1096602,muslim,32.01,70.614,67.589
United Arab Emirates,middle_east_north_africa,1982,5.35,70.21,154741,FALSE,high_income,1164816,muslim,29.14,71.026,68.072
United Arab Emirates,middle_east_north_africa,1983,5.28,70.3,141826,FALSE,high_income,1228457,muslim,26.68,71.407,68.522
United Arab Emirates,middle_east_north_africa,1984,5.22,70.72,136876,FALSE,high_income,1293970,muslim,24.58,71.76,68.943
United Arab Emirates,middle_east_north_africa,1985,5.14,70.94,126695,FALSE,high_income,1366165,Muslim,22.78,72.088,69.337
United Arab Emirates,middle_east_north_africa,1986,5.05,70.99,98047,FALSE,high_income,1446386,muslim,21.21,72.395,69.707
United Arab Emirates,middle_east_north_africa,1987,4.93,71.05,99140,FALSE,high_income,1533526,Muslim,19.83,72.682,70.055
United Arab Emirates,middle_east_north_africa,1988,4.8,71.05,80914,FALSE,high_income,1627068,muslim,18.62,72.954,70.384
United Arab Emirates,middle_east_north_africa,1989,4.64,71.11,90133,FALSE,high_income,1725676,muslim,17.55,73.213,70.698
United Arab Emirates,middle_east_north_africa,1990,4.45,71.24,112350,FALSE,high_income,1828437,Muslim,16.58,73.461,70.999
United Arab Emirates,middle_east_north_africa,1991,4.25,71.47,106956,FALSE,high_income,1937159,muslim,15.72,73.701,71.289
United Arab Emirates,middle_east_north_africa,1992,4.04,71.67,104302,FALSE,high_income,2052892,muslim,14.96,73.932,71.567
United Arab Emirates,middle_east_north_africa,1993,3.83,71.84,99773,FALSE,high_income,2173135,muslim,14.28,74.155,71.834
United Arab Emirates,middle_east_north_africa,1994,3.62,71.99,101018,FALSE,high_income,2294377,muslim,13.69,74.374,72.093
United Arab Emirates,middle_east_north_africa,1995,3.42,72.12,102387,FALSE,high_income,2415099,muslim,13.15,74.591,72.345
United Arab Emirates,middle_east_north_africa,1996,3.23,72.31,103032,FALSE,high_income,2539121,muslim,12.69,74.812,72.59
United Arab Emirates,middle_east_north_africa,1997,3.06,72.39,105953,FALSE,high_income,2671361,muslim,12.27,75.036,72.829
United Arab Emirates,middle_east_north_africa,1998,2.91,72.2,100904,FALSE,high_income,2813214,muslim,11.89,75.264,73.062
United Arab Emirates,middle_east_north_africa,1999,2.77,71.9,98483,FALSE,high_income,2966029,muslim,11.53,75.496,73.291
United Arab Emirates,middle_east_north_africa,2000,2.64,71.8,103318,FALSE,high_income,3134067,Muslim,11.21,75.729,73.516
United Arab Emirates,middle_east_north_africa,2001,2.53,71.8,99414,FALSE,high_income,3302722,muslim,10.9,75.961,73.738
United Arab Emirates,middle_east_north_africa,2002,2.43,72.13,96679,FALSE,high_income,3478769,muslim,10.61,76.187,73.957
